,UPC,Title,StarRating,Category,ProdType,Price_IncTax,Available,Stock,PriceCategory,Stock_Rg
226,76c84daa539426e2,Unbroken A World War II Story of Survival Resilience and Redemption,2,Default,Books,45.95,In stock,14,Medium,11-20
227,1d6443ffba9dfd80,Twenty Yawns,2,Childrens,Books,22.08,In stock,14,Low,11-20
228,6e44bcbeac7f4360,Through the Woods,2,Sequential Art,Books,25.38,In stock,14,Medium,11-20
229,f0f38174a7e689a3,This Is Where It Ends,2,Young Adult,Books,27.12,In stock,14,Medium,11-20
230,34c0d7c4ee5650af,The Year of Magical Thinking,2,Nonfiction,Books,43.04,In stock,14,Medium,11-20
231,08b2f71d93836313,The Wright Brothers,4,Default,Books,56.8,In stock,14,High,11-20
232,6875c5657661b2fb,The White Queen The Cousins War 1,5,Add a comment,Books,25.91,In stock,14,Medium,11-20
233,c5cb9f885d8b3621,The Wedding Pact The OMalleys 2,3,Romance,Books,32.61,In stock,14,Medium,11-20
234,e9906e2f0d189745,The Time Keeper,5,Fiction,Books,27.88,In stock,14,Medium,11-20
235,081305e6df719dff,The Testament of Mary,4,Fiction,Books,52.67,In stock,14,High,11-20
237,00c4543ec6bd25b4,The Songs of the Gods,5,Default,Books,44.48,In stock,14,Medium,11-20
238,e88fb1c9397cfb27,The Song of Achilles,5,Add a comment,Books,37.4,In stock,14,Medium,11-20
239,012094e90a4b908d,The Rosie Project Don Tillman 1,1,Default,Books,54.04,In stock,14,High,11-20
240,6bdd909329435e80,The Power of Habit Why We Do What We Do in Life and Business,3,Default,Books,16.88,In stock,14,Low,11-20
241,52cf2a5933ec5d8f,The Marriage of Opposites,4,Historical Fiction,Books,28.08,In stock,14,Medium,11-20
242,4e812d32d64e2431,The Lucifer Effect Understanding How Good People Turn Evil,1,Psychology,Books,10.4,In stock,14,Low,11-20
243,f21effc079a2b38a,The Long Haul Diary of a Wimpy Kid 9,1,Humor,Books,44.07,In stock,14,Medium,11-20
244,2d88a31f325dfd3b,The Loney,1,Horror,Books,23.4,In stock,14,Low,11-20
245,4881cc53f6c8892f,The Literature Book Big Ideas Simply Explained,3,Nonfiction,Books,17.43,In stock,14,Low,11-20
246,3bc89353f7e3a3cc,The Last Mile Amos Decker 2,2,Mystery,Books,54.21,In stock,14,High,11-20
247,f72f61ad6a5f12ed,The Immortal Life of Henrietta Lacks,2,Add a comment,Books,40.67,In stock,14,Medium,11-20
248,992974ba6a0536ea,The Hidden Oracle The Trials of Apollo 1,2,Fantasy,Books,52.26,In stock,14,High,11-20
249,ddc8340dabc8641b,The Help Yourself Cookbook for Kids 60 Easy PlantBased Recipes Kids Can Make to Stay Healthy and Save the Earth,3,Food and Drink,Books,28.77,In stock,14,Medium,11-20
250,847935fc68707426,The Guilty Will Robie 4,2,Thriller,Books,13.82,In stock,14,Low,11-20
251,a86972014275e072,The First Hostage JB Collins 2,3,Fiction,Books,25.85,In stock,14,Medium,11-20
252,3d76bc83c6b644c9,The Dovekeepers,1,Add a comment,Books,48.78,In stock,14,Medium,11-20
253,6edacfd1f8ebb9eb,The Darkest Lie,5,Young Adult,Books,35.35,In stock,14,Medium,11-20
254,dc6f688b82e42a5b,The Bane Chronicles The Bane Chronicles 111,4,Fantasy,Books,44.73,In stock,14,Medium,11-20
255,923831a05c9f91f7,The BadAss Librarians of Timbuktu And Their Race to Save the Worlds Most Precious Manuscripts,1,Nonfiction,Books,15.77,In stock,14,Low,11-20
256,1b8187fa4bf6ab05,The 14th Colony Cotton Malone 11,1,Thriller,Books,39.24,In stock,14,Medium,11-20
257,0c7b9cf2b7662b65,That Darkness Gardiner and Renner 1,1,Mystery,Books,13.92,In stock,14,Low,11-20
258,2d1e337aaf341858,Tastes Like Fear DI Marnie Rome 3,1,Mystery,Books,10.69,In stock,14,Low,11-20
259,2c04320e110a14a3,Take Me with You,3,Fiction,Books,45.21,In stock,14,Medium,11-20
260,4c8b7540409da4ac,Swell A Year of Waves,1,Nonfiction,Books,45.58,In stock,14,Medium,11-20
261,ac8e3949d284e9a9,Superman Vol 1 Before Truth Superman by Gene Luen Yang 1,5,Sequential Art,Books,11.89,In stock,14,Low,11-20
262,fe44cc816576c652,Still Life with Bread Crumbs,3,Fiction,Books,26.41,In stock,14,Medium,11-20
263,95019eac1c0a052f,Steve Jobs,5,Default,Books,39.5,In stock,14,Medium,11-20
264,3edcccc4f341fb1a,Sorting the Beef from the Bull The Science of Food Fraud Forensics,4,Science,Books,44.74,In stock,14,Medium,11-20
265,a278db6b2b09cf9f,Someone Like You The Harrisons 2,5,Contemporary,Books,52.79,In stock,14,High,11-20
266,394f6d30cafc3edb,So Cute It Hurts Vol 6 So Cute It Hurts 6,4,Sequential Art,Books,35.43,In stock,14,Medium,11-20
267,830fb3967c74866d,Shtum,4,Fiction,Books,55.84,In stock,14,High,11-20
268,f9705c362f070608,See America A Celebration of Our National Parks  Treasured Sites,3,Travel,Books,48.87,In stock,14,Medium,11-20
269,86cbddb61ea78bb7,salt,4,Poetry,Books,46.78,In stock,14,Medium,11-20
270,85b2176b3b194030,Robin War,3,Sequential Art,Books,47.82,In stock,14,Medium,11-20
271,31e2e2d9cca3778f,Red HoodArsenal Vol 1 Open for Business Red HoodArsenal 1,2,Sequential Art,Books,25.48,In stock,14,Medium,11-20
272,a6454e329f872b78,Rain Fish,3,Childrens,Books,23.57,In stock,14,Low,11-20
273,aa35446aab16017f,Quarter Life Poetry Poems for the Young Broke and Hangry,5,Poetry,Books,50.89,In stock,14,High,11-20
274,af58a74e4b2a23a0,Pet Sematary,3,Horror,Books,10.56,In stock,14,Low,11-20
275,8ecf0356a3878811,Overload How to Unplug Unwind and Unleash Yourself from the Pressure of Stress,3,Self Help,Books,52.15,In stock,14,High,11-20
276,e34efcc824685332,Once Was a Time,2,Childrens,Books,18.28,In stock,14,Low,11-20
277,02b74068fa98d8a4,Old School Diary of a Wimpy Kid 10,5,Humor,Books,11.83,In stock,14,Low,11-20
278,132ec5e8c984adef,No Dream Is Too High Life Lessons From a Man Who Walked on the Moon,2,Nonfiction,Books,21.95,In stock,14,Low,11-20
279,71e36f33981ddb74,Naruto 3in1 Edition Vol 14 Includes Vols 40 41  42 Naruto Omnibus 14,2,Sequential Art,Books,38.39,In stock,14,Medium,11-20
280,727bf2b86b19ad88,My Name Is Lucy Barton,1,Fiction,Books,41.56,In stock,14,Medium,11-20
281,cc82685d9f49bc2c,My Mrs Brown,3,Fiction,Books,24.48,In stock,14,Low,11-20
282,137b0b2775701e11,My Kind of Crazy,1,Young Adult,Books,40.36,In stock,14,Medium,11-20
283,caa2e5b3fb1b2d4c,Mr Mercedes Bill Hodges Trilogy 1,1,Fiction,Books,28.9,In stock,14,Medium,11-20
284,47d47155e89c8be7,More Than Music Chasing the Dream 1,2,Add a comment,Books,37.61,In stock,14,Medium,11-20
285,b96fc7a0ea7d4b45,Made to Stick Why Some Ideas Survive and Others Die,5,Business,Books,38.85,In stock,14,Medium,11-20
286,5b43cae640f2338a,Luis Paints the World,3,Childrens,Books,53.95,In stock,14,High,11-20
287,d512871626a5e588,Luckiest Girl Alive,3,Default,Books,49.83,In stock,14,Medium,11-20
288,a10c7515834240f3,Lowriders to the Center of the Earth Lowriders in Space 2,2,Sequential Art,Books,51.51,In stock,14,High,11-20
289,adb5f51c2e2ab13f,Love Is a Mix Tape Music 1,1,Music,Books,18.03,In stock,14,Low,11-20
290,24af96df0bafb925,Looking for Lovely Collecting the Moments that Matter,5,Nonfiction,Books,29.14,In stock,14,Medium,11-20
291,17fb5a88180f9904,Living Leadership by Insight A Good Leader Achieves a Great Leader Builds Monuments,4,Default,Books,46.91,In stock,14,Medium,11-20
292,1174156c4a0eccaa,Let It Out A Journey Through Journaling,5,Nonfiction,Books,26.79,In stock,14,Medium,11-20
293,708345c9897fd7c5,Lady Midnight The Dark Artifices 1,5,Default,Books,16.28,In stock,14,Low,11-20
294,245e6bf08b8d2955,Its All Easy Healthy Delicious Weeknight Meals in under 30 Minutes,1,Food and Drink,Books,19.55,In stock,14,Low,11-20
295,2b52334fab158861,Island of Dragons Unwanteds 7,1,Fantasy,Books,29.65,In stock,14,Medium,11-20
296,b8a8ff84233f0570,I Know What Im Doing  and Other Lies I Tell Myself Dispatches from a Life Under Construction,4,Humor,Books,25.98,In stock,14,Medium,11-20
297,aeff7b87a8e83ebb,I Am Pilgrim Pilgrim 1,4,Fiction,Books,10.6,In stock,14,Low,11-20
298,fbb21a2f71f4d981,Hyperbole and a Half Unfortunate Situations Flawed Coping Mechanisms Mayhem and Other Things That Happened,5,Humor,Books,14.75,In stock,14,Low,11-20
299,6b6cd77fbc91b7a6,Hush Hush Hush Hush 1,3,Default,Books,47.02,In stock,14,Medium,11-20
300,0b165bd4b9f42fd5,Hold Your Breath Search and Rescue 1,1,Romance,Books,28.82,In stock,14,Medium,11-20
301,afa829857f82f99e,Hamilton The Revolution,3,Nonfiction,Books,58.79,In stock,14,High,11-20
302,f201f263d8c23f97,Greek Mythic History,5,Default,Books,10.23,In stock,14,Low,11-20
303,eec424a84c9e4c68,God The Most Unpleasant Character in All Fiction,5,Religion,Books,30.03,In stock,14,Medium,11-20
304,de4b403cb629a29f,Glory over Everything Beyond The Kitchen House,3,Historical Fiction,Books,45.84,In stock,14,Medium,11-20
305,9194ae88379dbf1a,Feathers Displays of Brilliant Plumage,3,Art,Books,49.05,In stock,14,Medium,11-20
306,ac4dde0d1be05de0,Far  Away Places on the Brink of Change Seven Continents TwentyFive Years,4,Nonfiction,Books,15.06,In stock,14,Low,11-20
307,a2bd4ca82d908442,Every Last Word,3,Default,Books,46.47,In stock,14,Medium,11-20
308,9eaf58b03a2779cc,Eligible The Austen Project 4,3,Fiction,Books,27.09,In stock,14,Medium,11-20
309,27c5968fe43cc06e,El Deafo,5,Sequential Art,Books,57.62,In stock,14,High,11-20
310,1d6dd0c87d90fe92,Eight Hundred Grapes,4,Fiction,Books,14.39,In stock,14,Low,11-20
311,a01f6d368ef64dc5,Eaternity More than 150 Deliciously Easy Vegan Recipes for a Long Healthy Satisfied Joyful Life,5,Nonfiction,Books,51.75,In stock,14,High,11-20
312,047dfa57ba0bf638,Eat Fat Get Thin,2,Health,Books,54.07,In stock,14,High,11-20
313,ad2887ce04583910,Dont Get Caught,1,Young Adult,Books,55.35,In stock,14,High,11-20
314,bf5de316a5e9a4ab,Doctor Sleep The Shining 2,2,Horror,Books,40.12,In stock,14,Medium,11-20
315,3c6fe637a0180b01,Demigods  Magicians Percy and Annabeth Meet the Kanes Percy Jackson  Kane Chronicles Crossover 13,5,Fantasy,Books,37.51,In stock,14,Medium,11-20
316,94a958ea126cdcd5,Dear Mr Knightley,5,Fiction,Books,11.21,In stock,14,Low,11-20
317,0e94a089328be4bc,Daily Fantasy Sports,1,Default,Books,36.58,In stock,14,Medium,11-20
318,4b9d9cfe0f435788,Crazy Love Overwhelmed by a Relentless God,2,Christian,Books,47.72,In stock,14,Medium,11-20
319,28cf0d1c51b491e5,Cometh the Hour The Clifton Chronicles 6,3,Fiction,Books,25.01,In stock,14,Medium,11-20
320,33a3e0e3ffde0dcd,Code Name Verity Code Name Verity 1,4,Add a comment,Books,22.13,In stock,14,Low,11-20
321,42b0c50fc44140ec,Clockwork Angel The Infernal Devices 1,1,Default,Books,44.14,In stock,14,Medium,11-20
322,966ebb738e0f9d9b,City of Glass The Mortal Instruments 3,4,Fantasy,Books,56.02,In stock,14,High,11-20
323,1e264c677d4ee4ae,City of Fallen Angels The Mortal Instruments 4,4,Default,Books,11.23,In stock,14,Low,11-20
324,5b987e54ee72525c,City of Bones The Mortal Instruments 1,1,Default,Books,43.28,In stock,14,Medium,11-20
325,8a6ec2761f91dad2,City of Ashes The Mortal Instruments 2,1,Default,Books,47.27,In stock,14,Medium,11-20
326,bfbb54bc8cdeed2b,Cell,4,Add a comment,Books,20.29,In stock,14,Low,11-20
327,e2e7b683b4c15b7d,Catching Jordan Hundred Oaks,3,Young Adult,Books,50.83,In stock,14,High,11-20
328,1b0fc9f777cad045,Carry On Warrior Thoughts on Life Unarmed,3,Default,Books,31.85,In stock,14,Medium,11-20
329,5f22418922fa728b,Carrie,2,Default,Books,46.23,In stock,14,Medium,11-20
330,16ef91b9d827859c,Buying In The Secret Dialogue Between What We Buy and Who We Are,4,Nonfiction,Books,37.8,In stock,14,Medium,11-20
331,a80f66b254fe9eb3,Brain on Fire My Month of Madness,5,Nonfiction,Books,49.32,In stock,14,Medium,11-20
332,bf68dcb5fad3cc8c,Batman Europa,2,Sequential Art,Books,32.01,In stock,14,Medium,11-20
333,999912e63a3262ae,Barefoot Contessa Back to Basics,1,Food and Drink,Books,28.01,In stock,14,Medium,11-20
334,0e0da9192a025efc,Barefoot Contessa at Home Everyday Recipes Youll Make Over and Over Again,5,Food and Drink,Books,50.62,In stock,14,High,11-20
335,9b65f676984c9f0c,Balloon Animals,3,Fiction,Books,17.03,In stock,14,Low,11-20
336,ffdc825785c0ede8,Art Ops Vol 1,3,Sequential Art,Books,48.8,In stock,14,Medium,11-20
337,41164b8ac02a2c42,Aristotle and Dante Discover the Secrets of the Universe Aristotle and Dante Discover the Secrets of the Universe 1,4,Young Adult,Books,58.14,In stock,14,High,11-20
338,1fbb5f786e53a0ce,Angels Walking Angels Walking 1,2,Add a comment,Books,34.2,In stock,14,Medium,11-20
339,ad41c24ccac0c7ce,Angels  Demons Robert Langdon 1,3,Default,Books,51.48,In stock,14,High,11-20
340,39861fc1c0845d15,All the Light We Cannot See,5,Historical,Books,29.87,In stock,14,Medium,11-20
341,5319169a72714c62,Adulthood Is a Myth A Sarahs Scribbles Collection,2,Sequential Art,Books,10.9,In stock,14,Low,11-20
342,cf1aa2fc02a7d1e0,Abstract City,5,Nonfiction,Books,56.37,In stock,14,High,11-20
343,4416c474713ec1f5,A Time of Torment Charlie Parker 14,5,Mystery,Books,48.35,In stock,14,Medium,11-20
344,63ee5bc46066a8a8,A Study in Scarlet Sherlock Holmes 1,2,Mystery,Books,16.73,In stock,14,Low,11-20
345,c1379d3744f1dd2c,A Series of Catastrophes and Miracles A True Story of Love Science and Cancer,2,Add a comment,Books,56.48,In stock,14,High,11-20
346,1ad06aed9349af46,A Peoples History of the United States,2,Add a comment,Books,40.79,In stock,14,Medium,11-20
347,8682c03de6a844ff,A Man Called Ove,1,Fiction,Books,39.72,In stock,14,Medium,11-20
348,d5e0526e1ab682a3,A Distant Mirror The Calamitous 14th Century,3,History,Books,14.58,In stock,14,Low,11-20
349,01a177623cce9596,A Brush of Wings Angels Walking 3,1,Add a comment,Books,55.51,In stock,14,High,11-20
350,6e8e5626ac4d279e,1491 New Revelations of the Americas Before Columbus,3,History,Books,21.8,In stock,14,Low,11-20
351,ac5e0d3938caf686,The Three Searches Meaning and the Story,3,Default,Books,13.33,In stock,13,Low,11-20
352,2f0213137a80d485,Searching for Meaning in Gailana,1,Fantasy,Books,38.73,In stock,13,Medium,11-20
353,44d97b6707dae3f0,Rook,4,Add a comment,Books,37.86,In stock,13,Medium,11-20
354,8bbd7df8a324f31d,My Kitchen Year 136 Recipes That Saved My Life,2,Food and Drink,Books,11.53,In stock,13,Low,11-20
355,4be9d1910f8a4e80,13 Hours The Inside Account of What Really Happened In Benghazi,1,Nonfiction,Books,27.06,In stock,13,Medium,11-20
356,077b635ff2afc578,Will You Wont You Want Me,3,Womens Fiction,Books,13.86,In stock,12,Low,11-20
357,148715df5a02ea5e,Tipping Point for Planet Earth How Close Are We to the Edge,1,Science,Books,37.55,In stock,12,Medium,11-20
358,4a7a25be293ad678,The StarTouched Queen,5,Fantasy,Books,32.3,In stock,12,Medium,11-20
359,ce1ae197ada2aec4,The Silent Sister Riley MacPherson 1,5,Fiction,Books,46.29,In stock,12,Medium,11-20
360,14e44163678e24dc,The Midnight Watch A Novel of the Titanic and the Californian,1,Add a comment,Books,26.2,In stock,12,Medium,11-20
361,582a21a1dbbef3cf,The Lonely City Adventures in the Art of Being Alone,2,Nonfiction,Books,33.26,In stock,12,Medium,11-20
362,3063c7e95d0bf76f,The Gray Rhino How to Recognize and Act on the Obvious Dangers We Ignore,4,Add a comment,Books,59.15,In stock,12,High,11-20
363,235fa48eeed11d82,The Golden Condom And Other Essays on Love Lost and Found,1,Psychology,Books,39.43,In stock,12,Medium,11-20
364,f732d7d18a91d2ba,The Epidemic The Program 06,5,Young Adult,Books,14.44,In stock,12,Low,11-20
365,c6ca293d4810e0d5,The Dinner Party,2,Fiction,Books,56.54,In stock,12,High,11-20
366,54fc03f1e1d355db,The Diary of a Young Girl,3,Nonfiction,Books,59.9,In stock,12,High,11-20
367,64fd010bf8d15096,The Children,3,Add a comment,Books,11.88,In stock,12,Low,11-20
368,b63ea3f7a57ae099,Stars Above The Lunar Chronicles 45,2,Young Adult,Books,48.05,In stock,12,Medium,11-20
369,f40fea200e0c644f,Snatched How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,3,Nonfiction,Books,21.21,In stock,12,Low,11-20
370,ebf81a62e4798fd1,Raspberry Pi Electronics Projects for the Evil Genius,4,Default,Books,49.67,In stock,12,Medium,11-20
371,8976d9161c027142,Quench Your Own Thirst Business Lessons Learned Over a Beer or Two,1,Business,Books,43.14,In stock,12,Medium,11-20
372,b8d7b3f5c7a95d65,Psycho Sanitarium Psycho 15,5,Horror,Books,36.97,In stock,12,Medium,11-20
373,abdd91e96515a617,Poisonous Max Revere Novels 3,3,Mystery,Books,26.8,In stock,12,Medium,11-20
374,81ef44fcc5f454df,One with You Crossfire 5,4,Add a comment,Books,15.71,In stock,12,Low,11-20
375,db84624b151cbe06,No Love Allowed Dodge Cove 1,4,Young Adult,Books,54.65,In stock,12,High,11-20
376,e7fe3bf2768602cf,Murder at the 42nd Street Library Raymond Ambler 1,4,Mystery,Books,54.36,In stock,12,High,11-20
377,c039f5aceb093537,Most Wanted,3,Mystery,Books,35.28,In stock,12,Medium,11-20
378,9546d537fbf99eb6,Love Lies and Spies,2,Historical Fiction,Books,20.55,In stock,12,Low,11-20
379,b978c9852cde91bd,How to Speak Golf An Illustrated Guide to Links Lingo,5,Default,Books,58.32,In stock,12,High,11-20
380,bddc6fd036eb6279,Hide Away Eve Duncan 20,1,Mystery,Books,11.84,In stock,12,Low,11-20
381,c6a29d6df8de968c,Furiously Happy A Funny Book About Horrible Things,4,Nonfiction,Books,41.46,In stock,12,Medium,11-20
382,76319fe9d8b465a3,Everyday Italian 125 Simple and Delicious Recipes,5,Food and Drink,Books,20.1,In stock,12,Low,11-20
383,3968e3fbf4695d7c,Equal Is Unfair Americas Misguided Fight Against Income Inequality,1,Politics,Books,56.86,In stock,12,High,11-20
384,6983328f15506cb9,Eleanor  Park,5,Default,Books,56.51,In stock,12,High,11-20
385,df7e628bad5782b4,Dirty Dive Bar 1,4,Romance,Books,40.83,In stock,12,Medium,11-20
386,d069086944f2e330,Can You Keep a Secret Fear Street Relaunch 4,1,Horror,Books,48.64,In stock,12,Medium,11-20
387,49b24c6a41b82bd2,Boar Island Anna Pigeon 19,3,Mystery,Books,59.48,In stock,12,High,11-20
388,63343e287971bb0c,A Paris Apartment,4,Historical Fiction,Books,39.01,In stock,12,Medium,11-20
389,a4eef523118805ef,A la Mode 120 Recipes in 60 Pairings Pies Tarts Cakes Crisps and More Topped with Ice Cream Gelato Frozen Custard and More,1,Food and Drink,Books,38.77,In stock,12,Medium,11-20
390,515cb8fcafb1ad98,Troublemaker Surviving Hollywood and Scientology,2,Default,Books,48.39,In stock,11,Medium,11-20
391,6159d8b187831770,The Widow,2,Mystery,Books,27.26,In stock,11,Medium,11-20
392,985991708c47003e,The Sleep Revolution Transforming Your Life One Night at a Time,4,Nonfiction,Books,11.68,In stock,11,Low,11-20
393,437d8dea9272d0a9,The Improbability of Love,1,Fiction,Books,59.45,In stock,11,High,11-20
394,1c584f82a7a1c4f0,The Art of Startup Fundraising,3,Business,Books,21.0,In stock,11,Low,11-20
395,cf62fa272b5f0fa3,Take Me Home Tonight Rock Star Romance 3,3,Romance,Books,53.98,In stock,11,High,11-20
396,f435aa99d864077d,Sleeping Giants Themis Files 1,1,Science Fiction,Books,48.74,In stock,11,Medium,11-20
397,b06599b108e83f98,Setting the World on Fire The Brief Astonishing Life of St Catherine of Siena,2,Biography,Books,21.15,In stock,11,Low,11-20
398,05a61a3bd8ca4149,Playing with Fire,3,Mystery,Books,13.71,In stock,11,Low,11-20
399,b783ce08802cd1d1,Off the Hook Fishing for Trouble 1,3,Romance,Books,47.67,In stock,11,Medium,11-20
400,47e1b2d43f709995,Mothering Sunday,2,Fiction,Books,13.34,In stock,11,Low,11-20
401,28b2df9fadc9f07e,Mother Can You Not,5,Nonfiction,Books,16.89,In stock,11,Low,11-20
402,5569c3fea112718e,M Train,1,Autobiography,Books,27.18,In stock,11,Medium,11-20
403,bade9943ee01b63f,Lilac Girls,2,Historical Fiction,Books,17.28,In stock,11,Low,11-20
404,469508882dfc1991,Lies and Other Acts of Love,1,Fiction,Books,45.14,In stock,11,Medium,11-20
405,825d6c44da3ca5a6,Lab Girl,1,Autobiography,Books,40.85,In stock,11,Medium,11-20
406,20dc4f1ac5d4fd9c,Keep Me Posted,4,Womens Fiction,Books,20.46,In stock,11,Low,11-20
407,ce8666d9b42fc9a0,It Didnt Start with You How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,Psychology,Books,56.27,In stock,11,High,11-20
408,b5953ca1f8a0b8d7,Grey Fifty Shades 4,4,Womens Fiction,Books,48.49,In stock,11,Medium,11-20
409,c65c25d990fc7025,Exit Pursued by a Bear,4,Young Adult,Books,51.34,In stock,11,High,11-20
410,f608c903c451f387,Daredevils,3,Fiction,Books,16.34,In stock,11,Low,11-20
411,2587c54f5530dafc,Cravings Recipes for What You Want to Eat,3,Food and Drink,Books,20.5,In stock,11,Low,11-20
412,816180220e8cb419,Born for This How to Find the Work You Were Meant to Do,5,Business,Books,21.59,In stock,11,Low,11-20
413,2c34f9432069b52b,Arena,4,Science Fiction,Books,21.36,In stock,11,Low,11-20
414,bb967277222e689c,Adultery,5,Default,Books,20.88,In stock,11,Low,11-20
415,2b69dec0193511d9,A Mothers Reckoning Living in the Aftermath of Tragedy,3,Nonfiction,Books,19.53,In stock,11,Low,11-20
416,40c4bf520c17de54,A Gentlemans Position Society of Gentlemen 3,5,Romance,Books,14.75,In stock,11,Low,11-20
417,a9d7b75461084a26,112263,3,Fiction,Books,48.48,In stock,11,Medium,11-20
418,34669b2e9d407d3a,10 Happier How I Tamed the Voice in My Head Reduced Stress Without Losing My Edge and Found SelfHelp That Actually Works,2,Nonfiction,Books,24.57,In stock,10,Low,0-10
419,96aa539bfd4c07e2,10Day Green Smoothie Cleanse Lose Up to 15 Pounds in 10 Days,5,Health,Books,49.71,In stock,10,Medium,0-10
420,ab60e6f5a63e1cfb,Without Shame,5,Add a comment,Books,48.27,In stock,9,Medium,0-10
421,d1848064c54e01c7,Watchmen,4,Add a comment,Books,58.05,In stock,9,High,0-10
422,4fd0a2a350f016e6,Unlimited Intuition Now,4,Default,Books,58.87,In stock,9,High,0-10
423,0967effecd292a86,Underlying Notes,2,Default,Books,11.82,In stock,9,Low,0-10
424,903a9f8090104c2c,The Shack,1,Fiction,Books,28.03,In stock,9,Medium,0-10
425,4b50fb1359ebf35d,The New Brand You Your New Image Makes the Sale for You,5,Default,Books,44.05,In stock,9,Medium,0-10
426,65cfc9f242c2984a,The Moosewood Cookbook Recipes from Moosewood Restaurant Ithaca New York,4,Food and Drink,Books,12.34,In stock,9,Low,0-10
427,33396269bcce166f,The Flowers Lied,2,Default,Books,16.68,In stock,9,Low,0-10
428,ca74f2e3c35a3e77,The Fabric of the Cosmos Space Time and the Texture of Reality,1,Science,Books,55.91,In stock,9,High,0-10
429,3f25a2fedae191cc,The Book of Mormon,3,Religion,Books,24.57,In stock,9,Low,0-10
430,f9c87ccb2bc4853b,The Art and Science of Low Carbohydrate Living,5,Health,Books,52.98,In stock,9,High,0-10
431,e77594ece9b9d1fe,The Alien Club,1,Young Adult,Books,54.4,In stock,9,High,0-10
432,0e095ed785af7e43,Suzie Snowflake One beautiful flake a selfesteem story,5,Novels,Books,54.81,In stock,9,High,0-10
433,913e7109cec0cb4c,NapaRoo,1,Childrens,Books,25.08,In stock,9,Medium,0-10
434,ee6c67859d70186b,NaNo What Now Finding your editing process revising your NaNoWriMo book and building a writing career through publishing and beyond,4,Default,Books,10.41,In stock,9,Low,0-10
435,6baac632f7711e26,Modern Day Fables,2,Default,Books,47.44,In stock,9,Medium,0-10
436,8fab4c4f6f82a4ce,If I Gave You Gods Phone Number Searching for Spirituality in America,1,Spirituality,Books,20.91,In stock,9,Low,0-10
437,97187f5cf0385da3,Fruits Basket Vol 9 Fruits Basket 9,4,Sequential Art,Books,33.95,In stock,9,Medium,0-10
438,7e9068872228c474,Dress Your Family in Corduroy and Denim,3,Humor,Books,43.68,In stock,9,Medium,0-10
439,e845d305f64154f1,Dont Forget Steven,1,Young Adult,Books,33.23,In stock,9,Medium,0-10
440,7186241e043de5dc,Chernobyl 012340 The Incredible True Story of the Worlds Worst Nuclear Disaster,2,Nonfiction,Books,35.92,In stock,9,Medium,0-10
441,d6d9ffea95f2f8bf,Art and Fear Observations on the Perils and Rewards of Artmaking,4,Art,Books,48.63,In stock,9,Medium,0-10
442,63d5f1651880dcea,A Shard of Ice The Black Symphony Saga 1,3,Fantasy,Books,56.63,In stock,9,High,0-10
443,c181ca8eabe7d18c,A Heros Curse The Unseen Chronicles 1,3,Add a comment,Books,50.49,In stock,9,High,0-10
444,61cf7eb9d2cd8bb0,23 Degrees South A Tropical Tale of Changing Whether,2,Add a comment,Books,35.79,In stock,9,Medium,0-10
445,e77033ce559947f7,Zero to One Notes on Startups or How to Build the Future,3,Nonfiction,Books,34.06,In stock,8,Medium,0-10
446,04f6c929888f4f11,Why Not Me,1,Nonfiction,Books,17.76,In stock,8,Low,0-10
447,b69c852e7e3956af,When Breath Becomes Air,2,Nonfiction,Books,39.36,In stock,8,Medium,0-10
448,1809259a5a5f1d8d,Vagabonding An Uncommon Guide to the Art of LongTerm World Travel,2,Travel,Books,36.94,In stock,8,Medium,0-10
449,e0bdd79c7304ee8d,The Unlikely Pilgrimage of Harold Fry Harold Fry 1,5,Default,Books,43.62,In stock,8,Medium,0-10
450,3eec766dda26fa64,The New Drawing on the Right Side of the Brain,3,Art,Books,43.02,In stock,8,Medium,0-10
451,5a0d2e9284004266,The Midnight Assassin Panic Scandal and the Hunt for Americas First Serial Killer,4,Nonfiction,Books,28.45,In stock,8,Medium,0-10
452,9afd00e81d6208e6,The Martian The Martian 1,2,Default,Books,41.39,In stock,8,Medium,0-10
453,4f283dfcbeccc0d4,The High Mountains of Portugal,1,Fiction,Books,51.15,In stock,8,High,0-10
454,1bba4b1ba23ed2d6,The Grownup,1,Short Stories,Books,35.88,In stock,8,Medium,0-10
455,a2308a936e898d48,The EMyth Revisited Why Most Small Businesses Dont Work and What to Do About It,1,Business,Books,36.91,In stock,8,Medium,0-10
456,331c26103d885cae,South of Sunshine,1,Young Adult,Books,28.93,In stock,8,Medium,0-10
457,a2475a245c9907c4,Smarter Faster Better The Secrets of Being Productive in Life and Business,5,Nonfiction,Books,38.89,In stock,8,Medium,0-10
458,e46a164cf310fd7d,Silence in the Dark Logan Point 4,3,Suspense,Books,58.33,In stock,8,High,0-10
459,bee6e93e9976f4fa,Shadows of the Past Logan Point 1,5,Christian Fiction,Books,39.67,In stock,8,Medium,0-10
460,aeb51dfbe8aeec59,Roller Girl,5,Sequential Art,Books,14.1,In stock,8,Low,0-10
461,52fc458ffc756faf,Rising Strong,3,Nonfiction,Books,21.82,In stock,8,Low,0-10
